selling_price,km_driven,fuel,seller_type,transmission,owner,age,brand
360000,160000,Diesel,Individual,Manual,First Owner,16,Skoda
451000,100000,Diesel,Individual,Manual,First Owner,11,Nissan
175000,45000,Petrol,Individual,Manual,Second Owner,16,Chevrolet
170000,44800,Petrol,Individual,Manual,Second Owner,17,Chevrolet
100000,40000,Petrol,Individual,Manual,Second Owner,20,Hyundai
150000,120000,Petrol,Individual,Manual,Third Owner,12,Maruti
149000,10000,Diesel,Individual,Manual,Second Owner,15,Tata
160000,80000,Diesel,Individual,Manual,Second Owner,15,Tata
800000,156000,Diesel,Individual,Manual,First Owner,12,Mahindra
819999,120000,Diesel,Individual,Manual,Second Owner,16,Toyota
163000,100000,Petrol,Individual,Manual,Second Owner,19,Maruti
350000,100000,Diesel,Individual,Manual,Second Owner,25,Mercedes-Benz
75000,100000,Petrol,Individual,Manual,Second Owner,20,Tata
180000,60000,Petrol,Individual,Manual,Second Owner,14,Maruti
675000,30000,Diesel,Individual,Manual,First Owner,9,Ford
400000,170000,Diesel,Individual,Manual,First Owner,13,Maruti
434999,100000,Diesel,Individual,Manual,Second Owner,13,Volkswagen
100000,110000,Petrol,Individual,Manual,Second Owner,20,Tata
419000,170000,Diesel,Individual,Manual,Second Owner,11,Maruti
200000,100000,Petrol,Individual,Manual,First Owner,17,Tata
400000,35000,Diesel,Individual,Manual,First Owner,12,Renault
790000,40000,Diesel,Individual,Manual,Second Owner,8,Ford
500000,90000,Diesel,Individual,Manual,Second Owner,11,Renault
275000,120000,Diesel,Individual,Manual,Second Owner,14,Skoda
450000,120000,Diesel,Individual,Manual,Second Owner,14,Hyundai
360000,33000,Petrol,Dealer,Manual,First Owner,10,Maruti
210000,25000,Petrol,Individual,Manual,First Owner,16,Maruti
220000,66000,Petrol,Dealer,Manual,First Owner,12,Maruti
250000,48000,Petrol,Individual,Manual,First Owner,17,Chevrolet
990000,146000,Diesel,Dealer,Manual,First Owner,10,Toyota
220000,100000,Diesel,Individual,Manual,Fourth & Above Owner,13,Mahindra
1800000,50000,Diesel,Individual,Automatic,Second Owner,14,Other
530000,50000,Petrol,Individual,Manual,First Owner,12,Honda
575000,50000,Diesel,Individual,Manual,First Owner,10,Maruti
400000,99000,Diesel,Dealer,Manual,First Owner,14,Mahindra
680000,50000,Diesel,Individual,Manual,First Owner,10,Honda
1000000,80000,Diesel,Individual,Automatic,First Owner,12,Hyundai
260000,45000,Petrol,Individual,Manual,Second Owner,10,Maruti
150000,50000,Petrol,Individual,Manual,Second Owner,16,Tata
180000,70000,Petrol,Individual,Manual,Third Owner,18,Maruti
346000,37516,Diesel,Individual,Manual,First Owner,12,Other
450000,20000,Diesel,Individual,Manual,First Owner,11,Mahindra
500000,5000,Petrol,Individual,Manual,First Owner,7,Hyundai
700000,8000,Diesel,Individual,Manual,First Owner,7,Hyundai
280000,25880,Petrol,Individual,Manual,First Owner,7,Maruti
475000,10000,Petrol,Individual,Automatic,First Owner,7,Hyundai
300000,50000,Diesel,Individual,Manual,First Owner,17,Maruti
200999,40000,Petrol,Individual,Manual,First Owner,12,Maruti
200000,100000,Diesel,Individual,Manual,Third Owner,17,Skoda
210000,80000,Petrol,Individual,Manual,Second Owner,17,Chevrolet
160000,110000,Diesel,Individual,Manual,First Owner,14,Tata
175000,136000,Diesel,Individual,Manual,Second Owner,17,Hyundai
320000,80000,Diesel,Individual,Manual,First Owner,14,Tata
110000,50000,Petrol,Individual,Manual,Second Owner,17,Maruti
300000,30000,Petrol,Individual,Manual,First Owner,18,Maruti
700000,10000,Petrol,Individual,Manual,First Owner,14,Honda
135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17,Tata
500000,110000,Diesel,Individual,Manual,First Owner,11,Mahindra
550000,120000,Diesel,Individual,Manual,Second Owner,14,Mahindra
1050000,90000,Diesel,Individual,Manual,Third Owner,12,Toyota
500000,20000,Petrol,Individual,Manual,First Owner,10,Honda
180000,90000,Diesel,Individual,Manual,Second Owner,15,Maruti
170000,50000,Petrol,Individual,Manual,Second Owner,16,Hyundai
484999,9000,Petrol,Individual,Manual,First Owner,7,Honda
150000,70000,Petrol,Individual,Manual,Second Owner,15,Maruti
380000,25000,Petrol,Individual,Manual,First Owner,8,Maruti
480000,10000,Petrol,Individual,Manual,First Owner,7,Hyundai
290000,60000,Diesel,Individual,Manual,Second Owner,15,Volkswagen
350000,70000,Petrol,Individual,Manual,First Owner,13,Fiat
110000,25000,Petrol,Individual,Manual,First Owner,12,Maruti
70000,80000,Petrol,Individual,Manual,Third Owner,23,Hyundai
300000,70000,Petrol,Individual,Automatic,Third Owner,15,Volkswagen
180000,60000,Petrol,Individual,Manual,First Owner,9,Maruti
300000,20000,Petrol,Individual,Manual,First Owner,6,Renault
509000,60000,Petrol,Individual,Manual,First Owner,9,Maruti
650000,80000,Diesel,Individual,Manual,First Owner,10,Maruti
450000,70000,Diesel,Individual,Manual,Third Owner,11,Maruti
170000,2020,Diesel,Individual,Manual,Second Owner,27,Mahindra
210000,100000,Diesel,Individual,Manual,Second Owner,19,Mahindra
360000,80000,Diesel,Individual,Manual,Second Owner,13,Hyundai
495000,120000,Diesel,Individual,Manual,Second Owner,15,Toyota
105000,100000,Petrol,Individual,Manual,Third Owner,20,Maruti
270000,60000,Petrol,Individual,Manual,Third Owner,16,Hyundai
130000,110000,Petrol,Individual,Manual,First Owner,16,Ford
700000,90000,Diesel,Individual,Manual,Second Owner,12,Honda
400000,40000,Diesel,Individual,Manual,First Owner,14,Chevrolet
250000,60000,Petrol,Individual,Manual,Second Owner,17,Maruti
325000,94000,Diesel,Individual,Manual,Second Owner,13,Honda
69000,100000,Petrol,Individual,Manual,First Owner,18,Maruti
1380000,25000,Diesel,Individual,Manual,First Owner,8,Mahindra
90000,90000,Petrol,Individual,Manual,First Owner,19,Maruti
1000000,40000,Diesel,Individual,Manual,First Owner,10,Mahindra
145000,90000,CNG,Individual,Manual,Second Owner,16,Hyundai
250000,1100,Petrol,Individual,Manual,Fourth & Above Owner,6,Maruti
256000,70000,Diesel,Individual,Manual,Third Owner,15,Maruti
70000,120000,Diesel,Individual,Manual,First Owner,21,Tata
50000,88500,Petrol,Individual,Manual,Fourth & Above Owner,26,Maruti
240000,70000,Petrol,Individual,Manual,Second Owner,10,Renault
97000,128000,Petrol,Individual,Manual,First Owner,16,Tata
130000,120000,Diesel,Individual,Manual,First Owner,14,Tata
199000,52536,Petrol,Individual,Manual,First Owner,17,Maruti
125000,70000,Petrol,Individual,Automatic,First Owner,20,Honda
420000,60000,Diesel,Individual,Manual,First Owner,11,Hyundai
525000,110000,Diesel,Individual,Manual,First Owner,10,Mahindra
125000,85000,Petrol,Individual,Manual,First Owner,18,Hyundai
325000,135000,Diesel,Individual,Manual,First Owner,16,Hyundai
330000,86000,Diesel,Individual,Manual,Fourth & Above Owner,14,Volkswagen
110000,50000,Petrol,Individual,Manual,First Owner,16,Maruti
450000,1950,Petrol,Individual,Manual,First Owner,7,Maruti
85000,118400,Petrol,Individual,Manual,First Owner,21,Maruti
229999,70000,Petrol,Individual,Manual,Second Owner,19,Honda
250000,60000,Petrol,Individual,Manual,Second Owner,14,Hyundai
650000,68000,Diesel,Individual,Manual,First Owner,11,Ford
650000,6480,Petrol,Trustmark Dealer,Manual,First Owner,9,Toyota
750000,32077,Diesel,Trustmark Dealer,Manual,First Owner,9,Maruti
850000,19107,Petrol,Trustmark Dealer,Manual,First Owner,8,Toyota
315000,18469,Petrol,Trustmark Dealer,Manual,First Owner,9,Hyundai
415000,28217,Petrol,Trustmark Dealer,Manual,First Owner,11,Maruti
640000,72787,Diesel,Trustmark Dealer,Manual,First Owner,10,Maruti
780000,31063,Petrol,Trustmark Dealer,Manual,First Owner,9,Maruti
2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner,9,Toyota
850000,58692,Diesel,Trustmark Dealer,Manual,First Owner,11,Hyundai
900000,54784,Diesel,Trustmark Dealer,Manual,First Owner,11,Hyundai
1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner,10,Toyota
75000,54000,Petrol,Individual,Manual,First Owner,19,Maruti
215000,97000,Diesel,Individual,Manual,First Owner,14,Volkswagen
130000,120000,Petrol,Individual,Automatic,Second Owner,17,Maruti
400000,16000,Petrol,Individual,Automatic,First Owner,7,Hyundai
550000,60000,Petrol,Individual,Automatic,First Owner,7,Maruti
245000,52000,Petrol,Dealer,Manual,First Owner,10,Chevrolet
320000,110000,Diesel,Individual,Manual,Fourth & Above Owner,16,Maruti
730000,60000,Diesel,Individual,Automatic,Second Owner,10,Mahindra
120000,100000,Petrol,Individual,Manual,Third Owner,21,Ford
950000,35000,Petrol,Individual,Manual,First Owner,9,Honda
350000,48000,Petrol,Individual,Manual,Third Owner,9,Maruti
100000,20000,Petrol,Individual,Manual,Second Owner,21,Maruti
350000,30000,Petrol,Individual,Manual,First Owner,9,Maruti
80000,40000,Petrol,Individual,Manual,Second Owner,21,Maruti
370000,60000,Petrol,Individual,Manual,First Owner,13,Hyundai
160000,70000,Petrol,Individual,Manual,Second Owner,14,Hyundai
130000,120000,Diesel,Individual,Manual,First Owner,17,Tata
250000,30000,Petrol,Individual,Manual,First Owner,10,Chevrolet
270000,80000,Diesel,Individual,Manual,Second Owner,14,Tata
2600000,9500,Diesel,Individual,Automatic,First Owner,7,BMW
160000,80000,Petrol,Individual,Manual,First Owner,13,Hyundai
229999,80000,Petrol,Individual,Manual,First Owner,10,Hyundai
750000,29000,Diesel,Individual,Manual,First Owner,9,Mahindra
195000,120000,Diesel,Individual,Manual,First Owner,15,Chevrolet
270000,22000,Petrol,Individual,Manual,First Owner,10,Datsun
300000,50000,Petrol,Individual,Manual,First Owner,14,Skoda
200000,50000,Diesel,Individual,Manual,First Owner,14,Chevrolet
120000,81366,Petrol,Individual,Manual,First Owner,19,Maruti
95000,110000,Petrol,Individual,Manual,First Owner,20,Maruti
300000,90000,Diesel,Individual,Manual,First Owner,14,Renault
200000,53000,Petrol,Individual,Manual,Second Owner,10,Renault
250000,30000,Petrol,Individual,Manual,First Owner,9,Maruti
368000,90000,Petrol,Individual,Manual,Second Owner,14,Maruti
650000,244000,Diesel,Individual,Manual,First Owner,12,Toyota
150000,120000,Diesel,Individual,Manual,Third Owner,29,Mahindra
180000,60000,LPG,Individual,Manual,First Owner,14,Maruti
525000,15000,Petrol,Individual,Manual,First Owner,9,Hyundai
350000,150000,Diesel,Individual,Manual,Second Owner,21,Ford
850000,30000,Diesel,Individual,Manual,Second Owner,8,Mahindra
160000,67000,Petrol,Individual,Manual,First Owner,21,Maruti
500000,40000,Diesel,Individual,Manual,First Owner,9,Maruti
130000,100000,Petrol,Individual,Manual,First Owner,18,Hyundai
350000,100000,Diesel,Individual,Manual,Second Owner,11,Tata
70000,80000,Petrol,Individual,Manual,First Owner,21,Maruti
750000,145000,Diesel,Individual,Manual,Second Owner,12,Toyota
450000,53000,Diesel,Individual,Manual,First Owner,13,Honda
430000,73000,Diesel,Individual,Manual,Third Owner,11,Maruti
260000,90000,Diesel,Individual,Manual,Third Owner,15,Maruti
370000,80000,Diesel,Individual,Manual,Third Owner,13,Maruti
229999,100000,CNG,Individual,Manual,First Owner,15,Chevrolet
140000,90000,Diesel,Individual,Manual,Third Owner,15,Ford
700000,200000,Diesel,Individual,Manual,First Owner,13,Toyota
545000,7300,Petrol,Individual,Manual,First Owner,6,Hyundai
200000,30000,Petrol,Individual,Manual,First Owner,9,Datsun
500000,120000,Diesel,Individual,Manual,First Owner,11,Tata
70000,90000,Petrol,Individual,Manual,Second Owner,18,Maruti
580000,25000,Diesel,Individual,Manual,Third Owner,13,Mahindra
160000,70000,CNG,Individual,Manual,Second Owner,14,Maruti
160000,36000,Petrol,Individual,Manual,First Owner,16,Maruti
760000,49000,Diesel,Individual,Manual,First Owner,10,Maruti
300000,22000,Petrol,Individual,Manual,First Owner,11,Hyundai
50000,35000,LPG,Individual,Manual,Second Owner,28,Maruti
800000,24000,Diesel,Individual,Manual,First Owner,7,Mahindra
680000,20000,Diesel,Individual,Manual,First Owner,8,Maruti
85000,50000,LPG,Individual,Manual,Second Owner,17,Maruti
1300000,70000,Diesel,Individual,Manual,First Owner,10,Toyota
500000,60000,Petrol,Individual,Manual,First Owner,10,Maruti
145000,60000,Petrol,Individual,Manual,First Owner,18,Hyundai
300000,60000,Diesel,Individual,Manual,First Owner,13,Mahindra
600000,60000,Diesel,Individual,Manual,Second Owner,9,Maruti
400000,70000,Petrol,Individual,Manual,Second Owner,11,Maruti
130000,135000,Petrol,Individual,Manual,Second Owner,19,Hyundai
45000,72539,Petrol,Individual,Manual,Second Owner,25,Maruti
641000,25000,Petrol,Individual,Manual,First Owner,9,Maruti
650000,50000,Diesel,Individual,Manual,First Owner,11,Maruti
495000,52328,Diesel,Dealer,Manual,First Owner,11,Ford
324000,30000,Petrol,Individual,Manual,First Owner,13,Hyundai
2100000,91505,Diesel,Dealer,Automatic,First Owner,10,Ford
200000,35000,Petrol,Individual,Manual,First Owner,8,Maruti
320000,60000,Diesel,Individual,Manual,First Owner,11,Maruti
300000,20500,Petrol,Individual,Manual,First Owner,11,Hyundai
180000,200000,Diesel,Individual,Manual,First Owner,13,Tata
500000,154000,Diesel,Individual,Manual,Third Owner,18,Toyota
305000,120000,Petrol,Individual,Manual,Second Owner,15,Toyota
125000,50000,Petrol,Individual,Manual,Fourth & Above Owner,17,Maruti
800000,135000,Diesel,Individual,Manual,First Owner,11,Maruti
420000,100000,Diesel,Individual,Manual,First Owner,17,Mahindra
875000,40000,Diesel,Individual,Manual,First Owner,9,Maruti
580000,70000,Diesel,Individual,Manual,First Owner,12,Maruti
350000,133000,Diesel,Individual,Manual,Second Owner,15,Maruti
120000,110000,Petrol,Individual,Manual,Second Owner,22,Hyundai
150000,180000,Diesel,Individual,Manual,Third Owner,13,Tata
650000,120000,Diesel,Individual,Manual,First Owner,13,Renault
225000,80000,Petrol,Individual,Manual,Second Owner,16,Maruti
400000,15000,Petrol,Individual,Automatic,First Owner,12,Honda
250000,70000,Petrol,Individual,Manual,First Owner,21,Hyundai
120000,41723,Petrol,Individual,Manual,Second Owner,18,Hyundai
250000,70000,Petrol,Individual,Manual,First Owner,16,Maruti
175000,20000,Petrol,Individual,Manual,Second Owner,14,Maruti
590000,26350,Diesel,Dealer,Manual,First Owner,8,Maruti
225000,68745,Diesel,Dealer,Manual,First Owner,11,Tata
900000,47000,Diesel,Individual,Manual,First Owner,10,Mahindra
375000,27289,Petrol,Dealer,Automatic,First Owner,9,Maruti
320000,24662,Petrol,Dealer,Manual,First Owner,10,Hyundai
525000,37000,Diesel,Dealer,Manual,First Owner,13,Maruti
650000,28245,Diesel,Dealer,Manual,First Owner,12,Nissan
575000,27005,Diesel,Dealer,Manual,First Owner,9,Hyundai
355000,39227,Petrol,Dealer,Manual,First Owner,12,Hyundai
470000,31367,Diesel,Dealer,Manual,First Owner,10,Mahindra
221000,35008,Petrol,Dealer,Manual,First Owner,18,Maruti
195000,27005,Petrol,Dealer,Manual,First Owner,17,Hyundai
90000,100005,Petrol,Dealer,Manual,Second Owner,22,Hyundai
580000,45264,Diesel,Dealer,Manual,First Owner,13,Hyundai
325000,39093,Petrol,Dealer,Manual,First Owner,12,Maruti
495000,45241,Petrol,Dealer,Manual,First Owner,13,Honda
290000,12000,Petrol,Dealer,Manual,First Owner,12,Hyundai
375000,2769,Petrol,Dealer,Manual,First Owner,8,Datsun
211000,43128,Diesel,Dealer,Manual,First Owner,15,Tata
70000,50000,Petrol,Individual,Manual,Second Owner,22,Maruti
225000,60000,Petrol,Individual,Manual,Second Owner,16,Hyundai
420000,70000,Diesel,Individual,Manual,Third Owner,12,Mahindra
280000,22255,Petrol,Individual,Manual,First Owner,11,Chevrolet
400000,59213,Petrol,Individual,Manual,First Owner,13,Hyundai
850000,55000,Diesel,Individual,Manual,First Owner,11,Mahindra
550000,80000,Diesel,Individual,Manual,First Owner,15,Ford
1000000,40000,Diesel,Individual,Manual,First Owner,8,Renault
350000,170000,Diesel,Individual,Manual,First Owner,12,Mahindra
350000,170000,Diesel,Individual,Manual,Second Owner,15,Tata
170000,70000,Petrol,Individual,Manual,Third Owner,19,Honda
828999,1010,Petrol,Dealer,Manual,Test Drive Car,6,Ford
1119000,1010,Petrol,Dealer,Manual,Test Drive Car,6,Ford
746000,1111,Petrol,Dealer,Manual,Test Drive Car,6,Ford
1030000,1010,Petrol,Dealer,Manual,Test Drive Car,6,Ford
1334000,1010,Diesel,Dealer,Manual,Test Drive Car,6,Ford
811999,1010,Petrol,Dealer,Manual,Test Drive Car,6,Ford
1331000,1010,Diesel,Dealer,Manual,Test Drive Car,6,Ford
852000,1010,Petrol,Dealer,Manual,Test Drive Car,6,Ford
45000,120000,Diesel,Individual,Manual,Second Owner,20,Tata
430000,70000,Diesel,Individual,Manual,Third Owner,13,Renault
830000,70000,Diesel,Individual,Manual,First Owner,11,Mahindra
409999,110000,Diesel,Individual,Manual,Second Owner,17,Mahindra
190000,80000,Diesel,Individual,Manual,Third Owner,14,Maruti
200000,80000,Petrol,Individual,Manual,Second Owner,19,Honda
120000,110000,Petrol,Individual,Manual,Second Owner,20,Hyundai
850000,50000,Diesel,Individual,Manual,First Owner,7,Mahindra
95000,115000,Diesel,Individual,Manual,Fourth & Above Owner,15,Tata
213000,80000,Petrol,Individual,Manual,First Owner,13,Maruti
660000,25000,Diesel,Individual,Manual,First Owner,8,Volkswagen
415000,48965,Petrol,Dealer,Manual,First Owner,9,Nissan
1100000,5166,Petrol,Dealer,Manual,Test Drive Car,7,Ford
650000,76290,Diesel,Dealer,Manual,First Owner,14,Mahindra
969999,70000,Diesel,Individual,Automatic,Second Owner,10,Mahindra
1250000,35000,Diesel,Individual,Manual,First Owner,10,Mahindra
715000,25000,Diesel,Individual,Automatic,First Owner,9,Maruti
565000,47000,Diesel,Dealer,Manual,First Owner,10,Maruti
615000,45766,Diesel,Individual,Manual,Second Owner,13,Mahindra
199000,78771,Diesel,Dealer,Manual,Second Owner,19,Tata
325000,79357,Diesel,Dealer,Manual,First Owner,16,Maruti
409999,28000,Diesel,Individual,Manual,First Owner,14,Ford
500000,72000,Diesel,Dealer,Automatic,Second Owner,14,Hyundai
225000,76736,Diesel,Dealer,Manual,Second Owner,15,Ford
135000,70000,Petrol,Individual,Manual,Second Owner,19,Maruti
750000,80000,Diesel,Individual,Automatic,Second Owner,14,Renault
155000,60000,LPG,Individual,Manual,Second Owner,17,Maruti
335000,77000,Diesel,Dealer,Manual,Third Owner,14,Volkswagen
114999,92645,Diesel,Dealer,Manual,Fourth & Above Owner,21,Ford
699000,101849,Diesel,Dealer,Manual,Second Owner,19,Mercedes-Benz
110000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22,Mahindra
300000,80000,Petrol,Individual,Manual,First Owner,14,Hyundai
700000,70000,Diesel,Individual,Manual,Second Owner,12,Mahindra
700000,120000,Diesel,Individual,Manual,First Owner,9,Maruti
210000,42000,Petrol,Individual,Manual,Third Owner,13,Maruti
600000,120000,Diesel,Individual,Manual,Third Owner,14,Maruti
180000,155836,Diesel,Individual,Manual,Second Owner,14,Tata
220000,59000,Petrol,Individual,Manual,Second Owner,15,Maruti
70000,60000,Petrol,Individual,Manual,First Owner,17,Chevrolet
950000,70000,Diesel,Individual,Manual,Second Owner,8,Hyundai
800000,20000,Diesel,Individual,Manual,First Owner,12,Ford
700000,120000,Diesel,Individual,Manual,Third Owner,14,Mahindra
265000,40000,Petrol,Individual,Manual,First Owner,10,Renault
175000,90000,Diesel,Individual,Manual,Third Owner,15,Volkswagen
260000,89000,Diesel,Individual,Manual,Second Owner,14,Mahindra
950000,80000,Diesel,Individual,Manual,Third Owner,13,Toyota
250000,200000,Diesel,Individual,Manual,Fourth & Above Owner,17,Maruti
630000,50000,Diesel,Individual,Manual,First Owner,11,Mahindra
330000,200000,Diesel,Individual,Manual,Third Owner,12,Chevrolet
